id,sku,name,brand,reference,equivalentReference,category,description,image,alt,source,sourcePage,status
partmo-pm-53103e,PM-53103E,Filtro de aceite Partmo PM-53103E,Partmo,PM-53103E,51599,Filtros de aceite,Filtro Aceite Flujo Completo Bus Mitsubishi. Rp-118,/catalogo-filtros-diesel/partmo-pm-53103e-filtro-aceite.png,"Filtro de aceite Partmo PM-53103E, referencia PM-53103E, equivalencia 51599",98590929-Catalogo-de-Filtros-Diesel.pdf,9,ready
partmo-pm-54236e,PM-54236E,Filtro de aceite Partmo PM-54236E,Partmo,PM-54236E,51599 / md054236,Filtros de aceite,Filtro Aceite Flujo Parcial Bus Mitsubishi. Rp-118,/catalogo-filtros-diesel/partmo-pm-54236e-filtro-aceite.png,"Filtro de aceite Partmo PM-54236E, referencia PM-54236E, equivalencia 51599 / md054236",98590929-Catalogo-de-Filtros-Diesel.pdf,9,ready
partmo-a-1218,A-1218,Filtro de combustible Partmo A-1218,Partmo,A-1218,2991585,Filtros de combustible,"Filtro Combustible Secundario Iveco Camiones Serie 400E30, 400E34/8210, 42, 8460, 41",/catalogo-filtros-diesel/partmo-a-1218-filtro-combustible.png,"Filtro de combustible Partmo A-1218, referencia A-1218, equivalencia 2991585",98590929-Catalogo-de-Filtros-Diesel.pdf,9,ready
partmo-a-150f,A-150F,Filtro de combustible Partmo A-150F,Partmo,A-150F,33216,Filtros de combustible,"Filtro Combustible Secundario Camiones Mack/673, 675; Mack 483-Gb-431",/catalogo-filtros-diesel/partmo-a-150f-filtro-combustible.png,"Filtro de combustible Partmo A-150F, referencia A-150F, equivalencia 33216",98590929-Catalogo-de-Filtros-Diesel.pdf,9,ready
partmo-a-1p2299,A-1P2299,Filtro de combustible Partmo A-1P2299,Partmo,A-1P2299,33352,Filtros de combustible,Filtro Combustible Principal Chevrolet Kodiak,/catalogo-filtros-diesel/partmo-a-1p2299-filtro-combustible.png,"Filtro de combustible Partmo A-1P2299, referencia A-1P2299, equivalencia 33352",98590929-Catalogo-de-Filtros-Diesel.pdf,9,ready
partmo-a-1r0751,A-1R0751,Filtro de combustible Partmo A-1R0751,Partmo,A-1R0751,33377,Filtros de combustible,Filtro Combustible Principal Chevrolet Kodiak Modelo 96,/catalogo-filtros-diesel/partmo-a-1r0751-filtro-combustible.png,"Filtro de combustible Partmo A-1R0751, referencia A-1R0751, equivalencia 33377",98590929-Catalogo-de-Filtros-Diesel.pdf,9,ready
partmo-a-23,A-23,Filtro de combustible Partmo A-23,Partmo,A-23,33109,Filtros de combustible,Filtro Combustible Principal Equipos Cummins,/catalogo-filtros-diesel/partmo-a-23-filtro-combustible.png,"Filtro de combustible Partmo A-23, referencia A-23, equivalencia 33109",98590929-Catalogo-de-Filtros-Diesel.pdf,9,ready
partmo-a-23l-39,A-23L/39,Filtro de combustible Partmo A-23L/39,Partmo,A-23L/39,33341,Filtros de combustible,Filtro Combustible Primario Tractores Internacional Hervester Hydro 70,/catalogo-filtros-diesel/partmo-a-23l-39-filtro-combustible.png,"Filtro de combustible Partmo A-23L/39, referencia A-23L/39, equivalencia 33341",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-292,A-292,Filtro de combustible Partmo A-292,Partmo,A-292,33399,Filtros de combustible,Filtro Combustible Principal Mitsubishi Canter,/catalogo-filtros-diesel/partmo-a-292-filtro-combustible.png,"Filtro de combustible Partmo A-292, referencia A-292, equivalencia 33399",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-243004,A-243004,Filtro de combustible Partmo A-243004,Partmo,A-243004,,Filtros de combustible,"Filtro Combustible Principal Compactadores Clarck Mod Sv-70, Rs-80, Rw-80….",/catalogo-filtros-diesel/partmo-a-243004-filtro-combustible.png,"Filtro de combustible Partmo A-243004, referencia A-243004",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-30,A-30,Filtro de combustible Partmo A-30,Partmo,A-30,33212,Filtros de combustible,"Filtro Combustible Secundario Mack 475, 477B, E4-210, 673, 675, 676, 711, 865, 866",/catalogo-filtros-diesel/partmo-a-30-filtro-combustible.png,"Filtro de combustible Partmo A-30, referencia A-30, equivalencia 33212",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-31,A-31,Filtro de combustible Partmo A-31,Partmo,A-31,33219,Filtros de combustible,"Filtro Combustible Primario Mack 475, 477B, E4-210, 673, 675, 676, 711, 865, 866",/catalogo-filtros-diesel/partmo-a-31-filtro-combustible.png,"Filtro de combustible Partmo A-31, referencia A-31, equivalencia 33219",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-33358,A-33358,Filtro de combustible Partmo A-33358,Partmo,A-33358,33358,Filtros de combustible,"Filtro Combustible Principal Deutz tractores / EsF3L812D; DI750 VOLVO, IVECO",/catalogo-filtros-diesel/partmo-a-33358-filtro-combustible.png,"Filtro de combustible Partmo A-33358, referencia A-33358, equivalencia 33358",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-33358l,A-33358L,Filtro de combustible Partmo A-33358L,Partmo,A-33358L,33373,Filtros de combustible,"Filtro Combustible Principal Deutz tractores / EsF3L812d; DI750 VOLVO, IVECO",/catalogo-filtros-diesel/partmo-a-33358l-filtro-combustible.png,"Filtro de combustible Partmo A-33358L, referencia A-33358L, equivalencia 33373",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-336,A-336,Filtro de combustible Partmo A-336,Partmo,A-336,33336,Filtros de combustible,"Filtro Combustible Secundario Camiones Case 453/D360/1460/1480 y Dt436,Galio,Hercules",/catalogo-filtros-diesel/partmo-a-336-filtro-combustible.png,"Filtro de combustible Partmo A-336, referencia A-336, equivalencia 33336",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-3726,A-3726,Filtro de combustible Partmo A-3726,Partmo,A-3726,33396,Filtros de combustible,Filtro Combustible Principal Asia Combi Am 815,/catalogo-filtros-diesel/partmo-a-3726-filtro-combustible.png,"Filtro de combustible Partmo A-3726, referencia A-3726, equivalencia 33396",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-4053,A-4053,Filtro de combustible Partmo A-4053,Partmo,A-4053,33393,Filtros de combustible,Filtro Combustible Primario Camiones Chevrolet NPR-NA 5.9L,/catalogo-filtros-diesel/partmo-a-4053-filtro-combustible.png,"Filtro de combustible Partmo A-4053, referencia A-4053, equivalencia 33393",98590929-Catalogo-de-Filtros-Diesel.pdf,10,ready
partmo-a-4054,A-4054,Filtro de combustible Partmo A-4054,Partmo,A-4054,33386,Filtros de combustible,Filtro Combustible Secundario Camiones Chevrolet NPR-NA 5.9L,/catalogo-filtros-diesel/partmo-a-4054-filtro-combustible.png,"Filtro de combustible Partmo A-4054, referencia A-4054, equivalencia 33386",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-44,A-44,Filtro de combustible Partmo A-44,Partmo,A-44,33354,Filtros de combustible,Filtro Combustible Secundario Tractores CASE 530,/catalogo-filtros-diesel/partmo-a-44-filtro-combustible.png,"Filtro de combustible Partmo A-44, referencia A-44, equivalencia 33354",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-4047,A-4047,Filtro de combustible Partmo A-4047,Partmo,A-4047,,Filtros de combustible,Filtro Combustible Principal Camperos Daihatsu Diesel,/catalogo-filtros-diesel/partmo-a-4047-filtro-combustible.png,"Filtro de combustible Partmo A-4047, referencia A-4047",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-4618310,A-4618310,Filtro de combustible Partmo A-4618310,Partmo,A-4618310,33281,Filtros de combustible,"Filtro Combustible Principal Cargadores Fiat, Allis, FI-9, FI-14",/catalogo-filtros-diesel/partmo-a-4618310-filtro-combustible.png,"Filtro de combustible Partmo A-4618310, referencia A-4618310, equivalencia 33281",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-48mc,A-48MC,Filtro de combustible Partmo A-48MC,Partmo,A-48MC,24347,Filtros de combustible,Filtro Combustible Principal tractores Volvo y Bolinder 600,/catalogo-filtros-diesel/partmo-a-48mc-filtro-combustible.png,"Filtro de combustible Partmo A-48MC, referencia A-48MC, equivalencia 24347",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-56670,A-56670,Filtro de combustible Partmo A-56670,Partmo,A-56670,33505 / 33525,Filtros de combustible,"Filtro Combustible Principal Cargadores Frontal Mitsubishi Furukawa FK617, FM617-657",/catalogo-filtros-diesel/partmo-a-56670-filtro-combustible.png,"Filtro de combustible Partmo A-56670, referencia A-56670, equivalencia 33505 / 33525",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-588,A-588,Filtro de combustible Partmo A-588,Partmo,A-588,33336,Filtros de combustible,Filtro Combustible Secundario Motor IHC- 466A,/catalogo-filtros-diesel/partmo-a-588-filtro-combustible.png,"Filtro de combustible Partmo A-588, referencia A-588, equivalencia 33336",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-596,A-596,Filtro de combustible Partmo A-596,Partmo,A-596,33116,Filtros de combustible,"Filtro Combustible Principal Cummins Motores VTA 28, Vt12- 635GS/GC",/catalogo-filtros-diesel/partmo-a-596-filtro-combustible.png,"Filtro de combustible Partmo A-596, referencia A-596, equivalencia 33116",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-614,A-614,Filtro de combustible Partmo A-614,Partmo,A-614,33374 / 33674 / 1R1712,Filtros de combustible,"Filtro Combustible Principal Caterpillar: Equipos 3176, 3176B, 3406C, 3406E",/catalogo-filtros-diesel/partmo-a-614-filtro-combustible.png,"Filtro de combustible Partmo A-614, referencia A-614, equivalencia 33374 / 33674 / 1R1712",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-70010,A-70010,Filtro de combustible Partmo A-70010,Partmo,A-70010,24006,Filtros de combustible,Filtro Combustible Principal Surtidores Cim- Tek 700 10,/catalogo-filtros-diesel/partmo-a-70010-filtro-combustible.png,"Filtro de combustible Partmo A-70010, referencia A-70010, equivalencia 24006",98590929-Catalogo-de-Filtros-Diesel.pdf,11,ready
partmo-a-70015,A-70015,Filtro de combustible Partmo A-70015,Partmo,A-70015,24029,Filtros de combustible,"Filtro Combustible Principal Surtidores Gilbarco, Cim-Tek 400- 10, 700-15",/catalogo-filtros-diesel/partmo-a-70015-filtro-combustible.png,"Filtro de combustible Partmo A-70015, referencia A-70015, equivalencia 24029",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-7602,A-7602,Filtro de combustible Partmo A-7602,Partmo,A-7602,33398,Filtros de combustible,Filtro Combustible Primario Chevrolet Isuzu 7.2,/catalogo-filtros-diesel/partmo-a-7602-filtro-combustible.png,"Filtro de combustible Partmo A-7602, referencia A-7602, equivalencia 33398",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-7632,A-7632,Filtro de combustible Partmo A-7632,Partmo,A-7632,33377,Filtros de combustible,Filtro Combustible Principal Chevrolet Kodiak Modelo 96 en adelante,/catalogo-filtros-diesel/partmo-a-7632-filtro-combustible.png,"Filtro de combustible Partmo A-7632, referencia A-7632, equivalencia 33377",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-7653,A-7653,Filtro de combustible Partmo A-7653,Partmo,A-7653,33690 / BF7653,Filtros de combustible,"Filtro Combustible Principal Volvo, Camiones White GMC",/catalogo-filtros-diesel/partmo-a-7653-filtro-combustible.png,"Filtro de combustible Partmo A-7653, referencia A-7653, equivalencia 33690 / BF7653",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-7656,A-7656,Filtro de combustible Partmo A-7656,Partmo,A-7656,33588,Filtros de combustible,"Filtro Combustible Primario Mack: Camiones CH613, CX613, W E7-460",/catalogo-filtros-diesel/partmo-a-7656-filtro-combustible.png,"Filtro de combustible Partmo A-7656, referencia A-7656, equivalencia 33588",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-7657,A-7657,Filtro de combustible Partmo A-7657,Partmo,A-7657,33587,Filtros de combustible,Filtro Combustible Secundario Motores Mack Che7Eup,/catalogo-filtros-diesel/partmo-a-7657-filtro-combustible.png,"Filtro de combustible Partmo A-7657, referencia A-7657, equivalencia 33587",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-783,A-783,Filtro de combustible Partmo A-783,Partmo,A-783,33281,Filtros de combustible,"Filtro Combustible Secundario Fiat: Tractores 8365, 1580 Camion 150 Troaro R124Ca",/catalogo-filtros-diesel/partmo-a-783-filtro-combustible.png,"Filtro de combustible Partmo A-783, referencia A-783, equivalencia 33281",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-8059,A-8059,Filtro de combustible Partmo A-8059,Partmo,A-8059,20430751,Filtros de combustible,"Filtro Combustible Secundario Mack Camiones CTP713, CXP613 / MP7",/catalogo-filtros-diesel/partmo-a-8059-filtro-combustible.png,"Filtro de combustible Partmo A-8059, referencia A-8059, equivalencia 20430751",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-85,A-85,Filtro de combustible Partmo A-85,Partmo,A-85,33384,Filtros de combustible,Filtro Combustible Principal Caterpillar Motoniveladoras 93U,/catalogo-filtros-diesel/partmo-a-85-filtro-combustible.png,"Filtro de combustible Partmo A-85, referencia A-85, equivalencia 33384",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-888,A-888,Filtro de combustible Partmo A-888,Partmo,A-888,33336 / 33237,Filtros de combustible,Filtro Combustible Secundario Camiones International,/catalogo-filtros-diesel/partmo-a-888-filtro-combustible.png,"Filtro de combustible Partmo A-888, referencia A-888, equivalencia 33336 / 33237",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-96,A-96,Filtro de combustible Partmo A-96,Partmo,A-96,33118,Filtros de combustible,"Filtro Combustible Primario Motores General Detroit Diesel, Series 2-53, 3-53, 4-51 Brigadier-SuperBrigadier",/catalogo-filtros-diesel/partmo-a-96-filtro-combustible.png,"Filtro de combustible Partmo A-96, referencia A-96, equivalencia 33118",98590929-Catalogo-de-Filtros-Diesel.pdf,12,ready
partmo-a-96c,A-96C,Filtro de combustible Partmo A-96C,Partmo,A-96C,33121,Filtros de combustible,"Filtro Combustible Primario Chevrolet C-70, B-60 Diesel",/catalogo-filtros-diesel/partmo-a-96c-filtro-combustible.png,"Filtro de combustible Partmo A-96C, referencia A-96C, equivalencia 33121",98590929-Catalogo-de-Filtros-Diesel.pdf,13,ready
partmo-a-97,A-97,Filtro de combustible Partmo A-97,Partmo,A-97,33120,Filtros de combustible,Filtro Combustible Secundario Chevrolet Superbrigadier / Detroit Diesel 6V-92T,/catalogo-filtros-diesel/partmo-a-97-filtro-combustible.png,"Filtro de combustible Partmo A-97, referencia A-97, equivalencia 33120",98590929-Catalogo-de-Filtros-Diesel.pdf,13,ready
partmo-a-97c,A-97C,Filtro de combustible Partmo A-97C,Partmo,A-97C,33122,Filtros de combustible,Filtro Combustible Secundario Chevrolet B- 60 y C-70,/catalogo-filtros-diesel/partmo-a-97c-filtro-combustible.png,"Filtro de combustible Partmo A-97C, referencia A-97C, equivalencia 33122",98590929-Catalogo-de-Filtros-Diesel.pdf,13,ready
partmo-as-103sp,AS-103SP,Filtro de combustible Partmo AS-103SP,Partmo,AS-103SP,CAMIONES JAC,Filtros de combustible,Filtro Combustible Camiones JAC,/catalogo-filtros-diesel/partmo-as-103sp-filtro-combustible.png,"Filtro de combustible Partmo AS-103SP, referencia AS-103SP, equivalencia CAMIONES JAC",98590929-Catalogo-de-Filtros-Diesel.pdf,13,ready
partmo-pm-194-0,PM-194-0,Filtro de combustible Partmo PM-194-0,Partmo,PM-194-0,"CAMIONES FSR, FVR, FTR",Filtros de combustible,"Filtro Combustible Secundario Chevrolet Isuzu Buses CHR 7,2; Lv150",/catalogo-filtros-diesel/partmo-pm-194-0-filtro-combustible.png,"Filtro de combustible Partmo PM-194-0, referencia PM-194-0, equivalencia CAMIONES FSR, FVR, FTR",98590929-Catalogo-de-Filtros-Diesel.pdf,13,ready
partmo-pmx-750r,PMX-750R,Filtro de combustible Partmo PMX-750R,Partmo,PMX-750R,51750,Filtros de combustible,FILTRO COMBUSTIBLE ELEMENTO INDUSTRIAL,,"Filtro de combustible Partmo PMX-750R, referencia PMX-750R, equivalencia 51750",98590929-Catalogo-de-Filtros-Diesel.pdf,13,missing-source-image
partmo-p-346-1,P-346/1,Filtro de combustible Partmo P-346/1,Partmo,P-346/1,33196,Filtros de combustible,"Filtro Combustible Principal David Brown, Case, John Deere, Massey Feguson",/catalogo-filtros-diesel/partmo-p-346-1-filtro-combustible.png,"Filtro de combustible Partmo P-346/1, referencia P-346/1, equivalencia 33196",98590929-Catalogo-de-Filtros-Diesel.pdf,13,ready
partmo-p-346p,P-346P,Filtro de combustible Partmo P-346P,Partmo,P-346P,33166,Filtros de combustible,"Filtro Combustible Principal David Brown, Case, John Deere, Massey Feguson",/catalogo-filtros-diesel/partmo-p-346p-filtro-combustible.png,"Filtro de combustible Partmo P-346P, referencia P-346P, equivalencia 33166",98590929-Catalogo-de-Filtros-Diesel.pdf,13,ready
partmo-a-1205,A-1205,Filtro separador agua/combustible Partmo A-1205,Partmo,A-1205,33417,Separadores agua/combustible,Filtro Separador Agua Combustible Racor R-26A15 (Clayson) 840,/catalogo-filtros-diesel/partmo-a-1205-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-1205, referencia A-1205, equivalencia 33417",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-1212,A-1212,Filtro separador agua/combustible Partmo A-1212,Partmo,A-1212,33405,Separadores agua/combustible,Filtro Separador Agua Combustible Motores Cummins,/catalogo-filtros-diesel/partmo-a-1212-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-1212, referencia A-1212, equivalencia 33405",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-1217,A-1217,Filtro separador agua/combustible Partmo A-1217,Partmo,A-1217,1908547,Separadores agua/combustible,Filtro Separador Agua Combustible Iveco Camión Serie 400E30/400E34/8210/42/8460/41,/catalogo-filtros-diesel/partmo-a-1217-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-1217, referencia A-1217, equivalencia 1908547",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-1226l,A-1226L,Filtro separador agua/combustible Partmo A-1226L,Partmo,A-1226L,25011691,Separadores agua/combustible,Filtro Separador Agua Combustible Chevrolet Corsa Taxi Diesel 1.7,/catalogo-filtros-diesel/partmo-a-1226l-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-1226L, referencia A-1226L, equivalencia 25011691",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-1256,A-1256,Filtro separador agua/combustible Partmo A-1256,Partmo,A-1256,33589,Separadores agua/combustible,Filtro Separador Agua Combustible Mack Motores CH; E7 EUP,/catalogo-filtros-diesel/partmo-a-1256-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-1256, referencia A-1256, equivalencia 33589",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-1259,A-1259,Filtro separador agua/combustible Partmo A-1259,Partmo,A-1259,,Separadores agua/combustible,Filtro Separador Agua Combustible Motor Cummins; Freightliner Dx / Caterpillar C15,,"Filtro separador agua/combustible Partmo A-1259, referencia A-1259",98590929-Catalogo-de-Filtros-Diesel.pdf,14,missing-source-image
partmo-a-1345,A-1345,Filtro separador agua/combustible Partmo A-1345,Partmo,A-1345,33232 / R43,Separadores agua/combustible,Filtro Separador Agua Combustible Camiones International DT-360 / DT-466,/catalogo-filtros-diesel/partmo-a-1345-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-1345, referencia A-1345, equivalencia 33232 / R43",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-243004d,A-243004D,Filtro separador agua/combustible Partmo A-243004D,Partmo,A-243004D,BF-1221 / MP-4102,Separadores agua/combustible,Filtro Separador Agua Combustible Camiones Fiat 673N Diesel,/catalogo-filtros-diesel/partmo-a-243004d-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-243004D, referencia A-243004D, equivalencia BF-1221 / MP-4102",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-43,A-43,Filtro separador agua/combustible Partmo A-43,Partmo,A-43,33353,Separadores agua/combustible,"Filtro Separador Agua Combustible Primario CASE Tractores: 530, 770, 850, 870, 970",/catalogo-filtros-diesel/partmo-a-43-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-43, referencia A-43, equivalencia 33353",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-a-5813,A-5813,Filtro separador agua/combustible Partmo A-5813,Partmo,A-5813,33418,Separadores agua/combustible,"Filtro Separador Agua Combustible Motores Detroit Diesel, Kodiak",/catalogo-filtros-diesel/partmo-a-5813-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-5813, referencia A-5813, equivalencia 33418",98590929-Catalogo-de-Filtros-Diesel.pdf,14,ready
partmo-as-1441sp,AS-1441SP,Filtro separador agua/combustible Partmo AS-1441SP,Partmo,AS-1441SP,R-60P / 33775,Separadores agua/combustible,Filtro Separador Agua Combustible Primario Agrale Motor MWM; Hino; Freghtiliner,/catalogo-filtros-diesel/partmo-as-1441sp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo AS-1441SP, referencia AS-1441SP, equivalencia R-60P / 33775",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-a-787,A-787,Filtro separador agua/combustible Partmo A-787,Partmo,A-787,33357,Separadores agua/combustible,"Filtro Separador Agua Combustible Motores Case, Cummins",/catalogo-filtros-diesel/partmo-a-787-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-787, referencia A-787, equivalencia 33357",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-a-915,A-915,Filtro separador agua/combustible Partmo A-915,Partmo,A-915,24348,Separadores agua/combustible,Filtro Separador Agua Combustible Surtidores de Combustible,/catalogo-filtros-diesel/partmo-a-915-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-915, referencia A-915, equivalencia 24348",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-as-3202sp,AS-3202SP,Filtro separador agua/combustible Partmo AS-3202SP,Partmo,AS-3202SP,R-3202,Separadores agua/combustible,Filtro Separador Agua Combustible Primario RACOR Equipos R3202S,/catalogo-filtros-diesel/partmo-as-3202sp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo AS-3202SP, referencia AS-3202SP, equivalencia R-3202",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-as-950sp,AS-950SP,Filtro separador agua/combustible Partmo AS-950SP,Partmo,AS-950SP,FS-3242,Separadores agua/combustible,Filtro Separador Agua Combustible Camionetas y Busetas Volkswagen,/catalogo-filtros-diesel/partmo-as-950sp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo AS-950SP, referencia AS-950SP, equivalencia FS-3242",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-as-4057sp,AS-4057SP,Filtro separador agua/combustible Partmo AS-4057SP,Partmo,AS-4057SP,LFF8958,Separadores agua/combustible,Filtro Separador Agua Combustible Equipos Ford Diesel - Jhon Deere,/catalogo-filtros-diesel/partmo-as-4057sp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo AS-4057SP, referencia AS-4057SP, equivalencia LFF8958",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-as-4654sp,AS-4654SP,Filtro separador agua/combustible Partmo AS-4654SP,Partmo,AS-4654SP,R-60P / 33775,Separadores agua/combustible,Filtro Separador Agua/Combustible Volvo FH12-16,/catalogo-filtros-diesel/partmo-as-4654sp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo AS-4654SP, referencia AS-4654SP, equivalencia R-60P / 33775",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-as-7301sp,AS-7301SP,Filtro separador agua/combustible Partmo AS-7301SP,Partmo,AS-7301SP,33411,Separadores agua/combustible,Filtro Separador Agua Combustible Primario Camiones Mercedes Benz Accelo,/catalogo-filtros-diesel/partmo-as-7301sp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo AS-7301SP, referencia AS-7301SP, equivalencia 33411",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-as-r90tsp,AS-R90TSP,Filtro separador agua/combustible Partmo AS-R90TSP,Partmo,AS-R90TSP,RACOR R90T,Separadores agua/combustible,"Filtro Separador Agua Combustible Camiones Hino Serie GD, GH",/catalogo-filtros-diesel/partmo-as-r90tsp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo AS-R90TSP, referencia AS-R90TSP, equivalencia RACOR R90T",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-a-1c,A-1C,Filtro separador agua/combustible Partmo A-1C,Partmo,A-1C,,Separadores agua/combustible,Filtro Separador Agua Combustible Camiones FIAT,/catalogo-filtros-diesel/partmo-a-1c-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-1C, referencia A-1C",98590929-Catalogo-de-Filtros-Diesel.pdf,15,ready
partmo-a-570d,A-570D,Filtro separador agua/combustible Partmo A-570D,Partmo,A-570D,,Separadores agua/combustible,Filtro Separador Agua Combustible Kia Besta. Kia Ceres. Asia Hu Topic,/catalogo-filtros-diesel/partmo-a-570d-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-570D, referencia A-570D",98590929-Catalogo-de-Filtros-Diesel.pdf,16,ready
partmo-a-7674sp,A-7674SP,Filtro separador agua/combustible Partmo A-7674SP,Partmo,A-7674SP,33532,Separadores agua/combustible,Filtro Separador Agua/Combustible Secundario Perkins Motores 1006-6Tw,/catalogo-filtros-diesel/partmo-a-7674sp-filtro-separador-agua-combustible.png,"Filtro separador agua/combustible Partmo A-7674SP, referencia A-7674SP, equivalencia 33532",98590929-Catalogo-de-Filtros-Diesel.pdf,16,ready
partmo-ap-3501,AP-3501,Filtro de aire Partmo AP-3501,Partmo,AP-3501,46429,Filtros de aire,"Filtro Aire Interno Ford 7000, 8000",/catalogo-filtros-diesel/partmo-ap-3501-filtro-aire.png,"Filtro de aire Partmo AP-3501, referencia AP-3501, equivalencia 46429",98590929-Catalogo-de-Filtros-Diesel.pdf,16,ready
partmo-ap-2680,AP-2680,Filtro de aire Partmo AP-2680,Partmo,AP-2680,46882 / 57MD42,Filtros de aire,Filtro Aire Principal Camiones Mack serie CH,/catalogo-filtros-diesel/partmo-ap-2680-filtro-aire.png,"Filtro de aire Partmo AP-2680, referencia AP-2680, equivalencia 46882 / 57MD42",98590929-Catalogo-de-Filtros-Diesel.pdf,16,ready
